id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
28194,40,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,354,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
18080,34,technician,married,professional.course,no,yes,no,cellular,jul,wed,58,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36857,43,admin.,married,university.degree,no,yes,no,cellular,jun,tue,281,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
26821,36,technician,single,professional.course,no,yes,no,cellular,nov,thu,352,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
24069,32,management,married,university.degree,no,yes,yes,telephone,nov,tue,15,1,999,0,nonexistent,-0.1,93.2,-42,4.7,5195.8,0
15395,31,admin.,married,university.degree,no,no,no,cellular,jul,fri,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
26477,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,232,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
19052,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
40686,83,retired,divorced,basic.4y,no,no,no,cellular,sep,thu,268,1,9,3,success,-1.1,94.199,-37.5,0.879,4963.6,1
33121,39,admin.,single,high.school,no,no,no,cellular,may,tue,197,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
14276,35,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,149,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
24383,52,management,married,university.degree,no,yes,yes,cellular,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
28271,61,retired,married,university.degree,no,yes,no,cellular,apr,wed,205,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
22147,31,admin.,single,university.degree,no,no,yes,cellular,aug,thu,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35965,29,admin.,married,university.degree,no,yes,no,cellular,may,mon,93,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
38982,25,admin.,single,university.degree,no,no,no,cellular,dec,fri,1139,2,4,1,success,-3,92.713,-33,0.718,5023.5,0
25505,34,technician,married,professional.course,no,yes,no,cellular,nov,wed,82,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
13952,41,services,married,professional.course,no,yes,yes,cellular,jul,fri,348,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
18216,35,admin.,single,high.school,no,no,no,cellular,jul,wed,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
28122,41,unemployed,married,basic.9y,no,no,yes,cellular,apr,mon,322,1,9,1,success,-1.8,93.075,-47.1,1.466,5099.1,0
8072,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
22991,47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,230,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
12761,38,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
19205,53,services,married,high.school,no,yes,no,cellular,aug,wed,406,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
2508,47,unknown,divorced,basic.4y,unknown,no,no,telephone,may,tue,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
20969,47,admin.,married,high.school,no,no,no,cellular,aug,thu,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
15466,50,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,95,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
18128,25,services,single,basic.9y,no,yes,no,cellular,jul,wed,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
5496,29,services,single,high.school,no,no,no,telephone,may,mon,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
9961,32,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,184,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
13475,32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
27375,44,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,fri,36,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
182,42,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
34719,31,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,303,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
24676,35,admin.,married,high.school,no,yes,no,cellular,nov,mon,140,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
14553,36,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1615,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
25460,30,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,242,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
40729,52,admin.,married,professional.course,no,no,yes,cellular,sep,wed,506,3,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1
29014,42,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,fri,264,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
41098,29,student,single,high.school,no,yes,yes,cellular,nov,thu,289,1,3,3,success,-1.1,94.767,-50.8,1.05,4963.6,1
32650,36,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1371,43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,534,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
31774,29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,481,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
23431,50,unemployed,married,basic.9y,unknown,no,yes,cellular,aug,wed,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
288,60,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,5,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
18536,38,services,married,high.school,no,no,no,cellular,jul,thu,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
9707,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,152,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
9086,50,entrepreneur,married,unknown,no,no,no,telephone,jun,fri,42,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
3492,34,services,married,high.school,no,no,no,telephone,may,thu,214,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
10185,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,130,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
41134,25,student,single,high.school,no,no,no,cellular,nov,thu,244,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1
23578,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,15,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
832,28,student,single,basic.9y,unknown,yes,yes,telephone,may,wed,732,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
30514,42,services,married,high.school,no,yes,no,cellular,may,mon,74,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
9846,29,admin.,married,university.degree,no,no,no,telephone,jun,wed,300,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
2181,30,services,married,professional.course,unknown,no,no,telephone,may,mon,311,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3848,28,admin.,married,high.school,no,yes,no,telephone,may,fri,236,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
37538,28,unemployed,married,professional.course,no,yes,no,telephone,aug,fri,275,6,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1
17204,53,admin.,married,university.degree,no,no,no,telephone,jul,fri,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
4010,29,services,married,basic.9y,no,yes,no,telephone,may,mon,238,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
16993,59,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,thu,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31559,36,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,thu,92,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
11462,49,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jun,fri,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
13486,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
24284,44,admin.,single,university.degree,no,yes,no,telephone,nov,mon,124,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
21247,50,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,mon,68,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35044,24,services,single,high.school,no,yes,no,cellular,may,fri,34,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
167,56,admin.,divorced,unknown,unknown,no,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40637,66,retired,married,unknown,no,no,no,cellular,sep,tue,667,1,999,1,failure,-1.1,94.199,-37.5,0.881,4963.6,0
36557,29,services,single,high.school,no,no,no,cellular,jun,wed,725,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
5191,42,admin.,divorced,high.school,no,yes,no,telephone,may,fri,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28372,43,technician,married,professional.course,no,no,no,cellular,apr,thu,264,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
30824,49,entrepreneur,married,high.school,no,no,no,cellular,may,tue,141,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
16135,30,management,single,high.school,no,no,no,cellular,jul,tue,1288,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17663,26,admin.,single,university.degree,no,no,no,telephone,jul,mon,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
5500,42,technician,single,high.school,no,no,no,telephone,may,mon,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
8665,36,admin.,married,basic.9y,no,no,no,telephone,jun,wed,121,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
4484,58,management,married,basic.4y,no,no,no,telephone,may,tue,325,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
26753,36,blue-collar,married,high.school,no,no,no,cellular,nov,thu,52,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
27271,52,technician,married,basic.9y,no,yes,yes,cellular,nov,fri,197,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
34222,46,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,426,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
36601,21,services,single,professional.course,no,yes,yes,cellular,jun,thu,787,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
28498,30,admin.,married,university.degree,no,no,no,cellular,apr,tue,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
6555,46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,89,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38602,41,admin.,single,high.school,no,no,no,cellular,nov,mon,131,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,0
23588,35,technician,married,university.degree,unknown,no,no,cellular,aug,thu,88,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
31815,38,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,228,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
38903,35,management,married,university.degree,no,no,no,cellular,nov,tue,56,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0
24508,41,admin.,married,high.school,no,yes,no,cellular,nov,mon,268,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
10124,46,technician,married,university.degree,unknown,no,yes,telephone,jun,thu,993,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
9384,53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,fri,63,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
24200,55,admin.,single,university.degree,unknown,yes,no,cellular,nov,mon,389,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
30454,26,services,single,high.school,no,yes,no,cellular,may,mon,244,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
11753,49,management,married,high.school,no,no,no,telephone,jun,fri,9,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
5699,58,admin.,single,university.degree,no,no,no,telephone,may,mon,1234,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
4070,35,services,married,professional.course,unknown,yes,yes,telephone,may,mon,361,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
4149,31,technician,married,professional.course,no,no,no,telephone,may,mon,180,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
912,46,admin.,married,professional.course,no,no,no,telephone,may,wed,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
19217,32,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,43,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
33118,30,services,single,basic.6y,no,yes,no,cellular,may,tue,208,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
7129,29,self-employed,married,university.degree,no,no,no,telephone,may,thu,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
17937,33,technician,married,professional.course,no,yes,yes,cellular,jul,tue,110,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
12493,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
7603,38,self-employed,married,basic.9y,no,yes,no,telephone,may,fri,103,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
25700,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,95,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
6075,29,blue-collar,single,high.school,no,yes,no,telephone,may,tue,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38946,73,retired,married,university.degree,no,no,no,cellular,nov,fri,160,1,999,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,1
33738,43,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,wed,240,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
25815,33,admin.,divorced,high.school,no,no,no,telephone,nov,wed,50,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
26436,31,management,single,high.school,no,yes,no,cellular,nov,thu,48,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1035,30,services,married,professional.course,unknown,yes,no,telephone,may,wed,263,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
9744,37,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,mon,332,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
18401,46,admin.,single,high.school,no,unknown,unknown,cellular,jul,thu,37,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
33894,36,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,233,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
19598,50,technician,married,professional.course,no,yes,no,cellular,aug,thu,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
8,24,technician,single,professional.course,no,yes,no,telephone,may,mon,380,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
25312,49,entrepreneur,married,high.school,no,no,no,telephone,nov,tue,177,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
20385,33,technician,married,high.school,no,yes,no,cellular,aug,tue,68,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
16313,38,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,728,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
34770,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,305,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
21461,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
8387,32,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,327,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
11196,38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
8762,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
30705,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,98,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
26487,56,technician,married,university.degree,no,no,no,cellular,nov,thu,162,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
30487,31,admin.,single,university.degree,no,yes,no,cellular,may,mon,274,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
20046,31,management,single,university.degree,no,no,no,cellular,aug,mon,413,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
13692,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,486,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37150,43,services,divorced,basic.6y,no,yes,no,cellular,aug,wed,40,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
26509,35,self-employed,unknown,university.degree,no,no,no,cellular,nov,thu,221,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
26414,46,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,60,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
17190,38,technician,single,unknown,no,no,no,cellular,jul,fri,337,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28406,30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,331,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,1
26765,32,admin.,married,university.degree,no,yes,no,cellular,nov,thu,158,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
3522,33,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,fri,84,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
9799,40,admin.,single,university.degree,no,yes,no,telephone,jun,wed,27,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1680,35,unknown,single,basic.4y,unknown,no,no,telephone,may,fri,121,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
41046,60,admin.,married,high.school,no,no,no,cellular,oct,tue,604,1,999,1,failure,-1.1,94.601,-49.5,1.037,4963.6,1
7261,33,services,single,high.school,no,no,no,telephone,may,thu,194,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
8994,36,admin.,married,high.school,no,no,no,telephone,jun,thu,127,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
23445,47,technician,married,university.degree,no,yes,no,cellular,aug,wed,206,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
28839,30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
32965,44,technician,married,professional.course,no,yes,no,cellular,may,mon,147,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
22438,33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
13369,38,blue-collar,single,university.degree,no,no,no,cellular,jul,wed,176,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
17031,57,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,92,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
10044,56,retired,married,basic.4y,no,yes,no,telephone,jun,thu,125,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
4742,44,services,divorced,high.school,unknown,no,no,telephone,may,wed,220,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
19260,52,technician,married,professional.course,unknown,no,no,cellular,aug,wed,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
35902,27,admin.,married,university.degree,no,no,yes,telephone,may,mon,86,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0
651,32,housemaid,married,high.school,no,no,no,telephone,may,tue,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29434,36,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,mon,339,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
7992,41,admin.,married,high.school,no,no,no,telephone,jun,mon,56,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
13950,33,blue-collar,single,basic.6y,unknown,yes,yes,cellular,jul,fri,103,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37612,65,retired,married,high.school,no,yes,yes,cellular,aug,mon,97,2,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
34081,33,admin.,divorced,university.degree,no,yes,no,cellular,may,wed,275,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
37439,45,admin.,married,university.degree,no,no,no,cellular,aug,wed,363,1,4,2,success,-2.9,92.201,-31.4,0.879,5076.2,0
715,40,technician,married,basic.9y,no,no,no,telephone,may,tue,631,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
24311,55,management,married,basic.4y,no,no,no,cellular,nov,mon,330,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
5383,42,self-employed,married,university.degree,no,no,no,telephone,may,fri,493,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
8553,59,retired,married,professional.course,no,yes,no,telephone,jun,wed,109,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
6790,57,retired,married,basic.9y,unknown,no,no,telephone,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
9607,50,management,married,high.school,unknown,no,no,telephone,jun,mon,65,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
24546,45,admin.,married,high.school,no,no,no,cellular,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
40146,35,admin.,married,university.degree,no,yes,no,cellular,jul,wed,287,2,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,1
21149,32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,71,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38599,37,admin.,single,university.degree,no,no,no,cellular,oct,fri,416,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1
2514,45,admin.,married,basic.9y,no,yes,no,telephone,may,tue,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
15521,29,management,single,basic.9y,no,yes,yes,cellular,jul,fri,351,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
8497,30,services,divorced,basic.9y,no,no,no,telephone,jun,wed,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
27091,34,management,married,university.degree,no,yes,no,cellular,nov,fri,470,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
36608,36,management,married,university.degree,no,no,no,cellular,jun,thu,194,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
34301,44,services,divorced,high.school,no,yes,no,cellular,may,thu,533,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
24428,43,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,107,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
22792,37,technician,single,professional.course,no,yes,no,cellular,aug,mon,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
8255,50,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,288,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
31197,33,admin.,married,basic.9y,no,yes,yes,telephone,may,wed,26,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
4497,57,self-employed,married,unknown,unknown,no,yes,telephone,may,tue,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
38253,71,retired,single,university.degree,no,unknown,unknown,cellular,oct,tue,98,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
32432,32,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,91,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
10038,32,admin.,married,high.school,no,yes,no,telephone,jun,thu,423,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
8910,41,admin.,married,university.degree,no,no,no,telephone,jun,thu,115,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
35656,41,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,105,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
20179,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,591,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
7671,54,technician,married,professional.course,no,no,no,telephone,may,fri,171,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
26151,36,admin.,single,university.degree,no,yes,no,cellular,nov,wed,71,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
31962,46,management,married,university.degree,no,yes,no,cellular,may,thu,293,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
23994,59,retired,married,unknown,no,no,yes,cellular,aug,fri,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
15537,41,self-employed,married,basic.9y,unknown,no,no,cellular,jul,fri,788,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
23791,31,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,56,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
18622,25,admin.,single,basic.9y,no,no,no,cellular,jul,thu,81,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
29605,32,technician,single,professional.course,no,no,no,cellular,apr,mon,33,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,0
35714,35,technician,single,professional.course,no,yes,no,cellular,may,mon,213,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
13319,37,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,279,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28403,30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,104,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
5554,52,admin.,married,basic.6y,no,no,no,telephone,may,mon,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
